Location,Time,Loc_Time,TotalMigrants,GDP,NetMigrations
Lesotho,2020,Lesotho2020,12060,1050.631634,-1.49
Liberia,1990,Liberia1990,94964,1,-712.546
Liberia,1995,Liberia1995,208563,1,54.372
Liberia,2000,Liberia2000,151868,306.8338642,-2.06
Liberia,2005,Liberia2005,87217,294.8932201,101.019
Liberia,2010,Liberia2010,99165,513.4455667,2.848
Liberia,2015,Liberia2015,112111,721.5810505,-15.195
Liberia,2020,Liberia2020,87947,601.0630058,-10.119
Libya,1990,Libya1990,457075,6514.318567,0.947
Libya,1995,Libya1995,508041,5161.685428,-5.066
Libya,2000,Libya2000,567436,7142.771786,31.97
Libya,2005,Libya2005,625412,8163.00937,41.035
Libya,2010,Libya2010,687192,12162.66871,9.613
Libya,2015,Libya2015,771146,7590.442981,-7.66
Libya,2020,Libya2020,826537,7614.325449,-0.696
Liechtenstein,1990,Liechtenstein1990,10906,49373.61027,0.217
Liechtenstein,1995,Liechtenstein1995,13311,78631.69911,0.288
Liechtenstein,2000,Liechtenstein2000,15483,74853.93873,0.208
Liechtenstein,2005,Liechtenstein2005,18898,105399.2605,0.141
Liechtenstein,2010,Liechtenstein2010,22342,141192.5347,0.086
Liechtenstein,2015,Liechtenstein2015,23799,167313.2663,0.141
Liechtenstein,2020,Liechtenstein2020,25877,1,0.189
Lithuania,1990,Lithuania1990,349258,1,-7.205
Lithuania,1995,Lithuania1995,273587,2167.792582,-20.394
Lithuania,2000,Lithuania2000,214311,3293.229979,-31.24
Lithuania,2005,Lithuania2005,201209,7854.765279,-35.453
Lithuania,2010,Lithuania2010,160772,11987.50841,-28.864
Lithuania,2015,Lithuania2015,136021,14263.96458,-18.912
Lithuania,2020,Lithuania2020,145184,20232.30204,-12.625
Luxembourg,1990,Luxembourg1990,113795,33465.47821,3.925
Luxembourg,1995,Luxembourg1995,126106,51032.34964,4.225
Luxembourg,2000,Luxembourg2000,139750,48659.59888,4.407
Luxembourg,2005,Luxembourg2005,150618,80988.13762,6.19
Luxembourg,2010,Luxembourg2010,163142,110885.9914,7.793
Luxembourg,2015,Luxembourg2015,248888,105462.0126,11.373
Luxembourg,2020,Luxembourg2020,298062,116356.158,6.952
Madagascar,1990,Madagascar1990,23917,338.9477127,-1.792
Madagascar,1995,Madagascar1995,21177,284.8227287,0.485
Madagascar,2000,Madagascar2000,23541,293.6071574,0.485
Madagascar,2005,Madagascar2005,26058,319.5374751,0.485
Madagascar,2010,Madagascar2010,28905,471.9592116,0.485
Madagascar,2015,Madagascar2015,32075,467.2354316,0.485
Madagascar,2020,Madagascar2020,35563,477.6130414,-0.742
Malawi,1990,Malawi1990,1127724,199.9863636,71.114
Malawi,1995,Malawi1995,241624,141.9543474,-66.368
Malawi,2000,Malawi2000,232620,156.3858168,-29.032
Malawi,2005,Malawi2005,221661,289.5552148,-31.428
Malawi,2010,Malawi2010,217722,478.6686885,-9.321
Malawi,2015,Malawi2015,197328,380.5969877,-6.449
Malawi,2020,Malawi2020,191362,636.2863096,-1.775
Malaysia,1990,Malaysia1990,695920,2441.741991,94.487
Malaysia,1995,Malaysia1995,937368,4329.707998,94.297
Malaysia,2000,Malaysia2000,1463598,4043.662923,174.011
Malaysia,2005,Malaysia2005,1918504,5587.02478,245.376
Malaysia,2010,Malaysia2010,2417395,9040.568495,114.491
Malaysia,2015,Malaysia2015,3280681,9955.242722,80.603
Malaysia,2020,Malaysia2020,3476560,10412.34767,57.483
Maldives,1990,Maldives1990,8689,963.6356582,-0.243
Maldives,1995,Maldives1995,18510,1569.932617,-0.518
Maldives,2000,Maldives2000,27092,2234.595861,0.133
Maldives,2005,Maldives2005,45045,3640.012132,0.195
Maldives,2010,Maldives2010,54659,7076.739821,6.244
Maldives,2015,Maldives2015,64273,9033.41027,12.526
Maldives,2020,Maldives2020,70079,6924.105745,1.134
Mali,1990,Mali1990,160736,317.3892458,-68.856
Mali,1995,Mali1995,176187,282.3410342,-67.932
Mali,2000,Mali2000,189475,270.5430066,-17.423
Mali,2005,Mali2005,258630,489.0228556,-17.436
Mali,2010,Mali2010,341078,710.2743036,-34.523
Mali,2015,Mali2015,420504,751.4728892,-48.947
Mali,2020,Mali2020,485829,862.453012,-14.978
Malta,1990,Malta1990,15077,7191.923603,0.606
Malta,1995,Malta1995,17740,9857.480771,1.53
Malta,2000,Malta2000,21521,10432.32812,1.799
Malta,2005,Malta2005,24560,15888.17232,0.456
Malta,2010,Malta2010,33008,21799.17426,3.049
Malta,2015,Malta2015,52642,24921.60368,9.443
Malta,2020,Malta2020,114760,28946.46268,10.854
Marshall Islands,1990,Marshall Islands1990,1158,1660.340633,-0.593
Marshall Islands,1995,Marshall Islands1995,1480,2382.962699,-0.743
Marshall Islands,2000,Marshall Islands2000,1891,2272.678016,-1.323
Marshall Islands,2005,Marshall Islands2005,2417,2471.352046,-1.637
Marshall Islands,2010,Marshall Islands2010,3089,2846.065542,-1.415
Marshall Islands,2015,Marshall Islands2015,3284,3199.886846,-1.901
Marshall Islands,2020,Marshall Islands2020,3298,4129.850998,-1.901
Martinique,1990,Martinique1990,38705,1,0
Martinique,1995,Martinique1995,46599,1,0
Martinique,2000,Martinique2000,54492,1,0
Martinique,2005,Martinique2005,57034,1,0
Martinique,2010,Martinique2010,59575,1,0
Martinique,2015,Martinique2015,69174,1,0
Martinique,2020,Martinique2020,68624,1,0
Mauritania,1990,Mauritania1990,111650,740.7361713,-3.002
Mauritania,1995,Mauritania1995,89562,904.0907235,-22.996
Mauritania,2000,Mauritania2000,57366,676.5690224,-2.997
Mauritania,2005,Mauritania2005,58211,970.8423607,-18.723
Mauritania,2010,Mauritania2010,84920,1610.92063,3.637
Mauritania,2015,Mauritania2015,166552,1524.073317,-3.018
Mauritania,2020,Mauritania2020,182286,1702.486959,-1.494
Mauritius,1990,Mauritius1990,3613,2506.179312,-1.646
Mauritius,1995,Mauritius1995,7493,3599.555202,-1.305
Mauritius,2000,Mauritius2000,15543,3929.075495,-2.522
Mauritius,2005,Mauritius2005,19647,5282.906022,-3.221
Mauritius,2010,Mauritius2010,24836,8000.376432,-3.194
Mauritius,2015,Mauritius2015,28585,9260.447303,-2.747
Mauritius,2020,Mauritius2020,28893,8632.752859,-0.478
Mayotte,1990,Mayotte1990,15229,1,0
Mayotte,1995,Mayotte1995,26316,1,0
Mayotte,2000,Mayotte2000,45474,1,0
Mayotte,2005,Mayotte2005,63176,1,0
Mayotte,2010,Mayotte2010,72757,1,0
Mayotte,2015,Mayotte2015,81386,1,0
Mayotte,2020,Mayotte2020,111540,1,0
Mexico,1990,Mexico1990,695674,3112.268595,-286.584
Mexico,1995,Mexico1995,458549,3928.223711,-313.979
Mexico,2000,Mexico2000,538051,7157.8145,-356.43
Mexico,2005,Mexico2005,712648,8277.671564,-318.048
Mexico,2010,Mexico2010,969710,9271.398396,-41.156
Mexico,2015,Mexico2015,1013691,9616.645558,-82.173
Mexico,2020,Mexico2020,1197624,8431.665017,-9.949
Micronesia (Fed. States of),1990,Micronesia (Fed. States of)1990,3685,1528.493105,-0.995
Micronesia (Fed. States of),1995,Micronesia (Fed. States of)1995,3342,2060.494723,-2.425
Micronesia (Fed. States of),2000,Micronesia (Fed. States of)2000,3116,2171.889577,-2.688
Micronesia (Fed. States of),2005,Micronesia (Fed. States of)2005,2905,2358.1467,-3.055
Micronesia (Fed. States of),2010,Micronesia (Fed. States of)2010,2806,2885.305492,-1.799
Micronesia (Fed. States of),2015,Micronesia (Fed. States of)2015,2756,2906.617012,-1.415
Micronesia (Fed. States of),2020,Micronesia (Fed. States of)2020,2832,3542.969788,-0.635
Monaco,1990,Monaco1990,20359,84303.87843,0.347
Monaco,1995,Monaco1995,21060,101866.6041,0.29
Monaco,2000,Monaco2000,21787,82365.49236,0.016
Monaco,2005,Monaco2005,21312,124197.2754,-0.137
Monaco,2010,Monaco2010,21132,150737.8925,0.823
Monaco,2015,Monaco2015,25983,165989.5051,1.019
Monaco,2020,Monaco2020,26601,173688.1894,0.206
Mongolia,1990,Mongolia1990,6718,1172.446287,-11.026
Mongolia,1995,Mongolia1995,7424,631.920915,-8.617
Mongolia,2000,Mongolia2000,8206,474.2170943,-10.833
Mongolia,2005,Mongolia2005,11477,998.829388,-8.663
Mongolia,2010,Mongolia2010,16062,2643.287083,-8.592
Mongolia,2015,Mongolia2015,19886,3875.321675,3.932
Mongolia,2020,Mongolia2020,21345,4060.950518,0.0
Montenegro,1990,Montenegro1990,0,1,-1.762
Montenegro,1995,Montenegro1995,0,1,-3.124
Montenegro,2000,Montenegro2000,0,1627.072633,-4.423
Montenegro,2005,Montenegro2005,0,3674.617924,-1.986
Montenegro,2010,Montenegro2010,78512,6688.4824,-2.017
Montenegro,2015,Montenegro2015,71719,6517.189614,-1.943
Montenegro,2020,Montenegro2020,70999,7694.633759,-1.326
Montserrat,1990,Montserrat1990,2013,1,0
Montserrat,1995,Montserrat1995,1612,1,0
Montserrat,2000,Montserrat2000,1211,1,0
Montserrat,2005,Montserrat2005,1244,1,0
Montserrat,2010,Montserrat2010,1291,1,0
Montserrat,2015,Montserrat2015,1351,1,0
Montserrat,2020,Montserrat2020,1379,1,0
Morocco,1990,Morocco1990,54895,1206.011841,-104.908
Morocco,1995,Morocco1995,50360,1432.309814,-97.336
Morocco,2000,Morocco2000,53034,1334.943481,-90.376
Morocco,2005,Morocco2005,56222,2018.025513,-58.941
Morocco,2010,Morocco2010,71189,2839.926025,-70.49
Morocco,2015,Morocco2015,92424,2875.258057,-81.202
Morocco,2020,Morocco2020,102358,3058.69165,-33.807
Mozambique,1990,Mozambique1990,122332,1,-97.33
Mozambique,1995,Mozambique1995,168256,187.2938682,72.493
Mozambique,2000,Mozambique2000,195702,319.3596208,-58.468
Mozambique,2005,Mozambique2005,268694,416.8098242,-52.323
Mozambique,2010,Mozambique2010,306471,471.90436,-29.343
Mozambique,2015,Mozambique2015,321794,589.8594314,30.414
Mozambique,2020,Mozambique2020,338850,448.8438914,11.745
Myanmar,1990,Myanmar1990,133545,49.26489079,-40.864
Myanmar,1995,Myanmar1995,113663,111.1407801,-75.127
Myanmar,2000,Myanmar2000,98011,146.6045788,-106.816
Myanmar,2005,Myanmar2005,83025,216.3115014,-185.133
Myanmar,2010,Myanmar2010,76414,746.94536,-116.543
Myanmar,2015,Myanmar2015,73309,1196.743333,-94.128
Myanmar,2020,Myanmar2020,76446,1450.662673,-66.228
Namibia,1990,Namibia1990,120641,1947.062911,3.969
Namibia,1995,Namibia1995,115372,2443.995853,5.712
Namibia,2000,Namibia2000,135547,2185.604115,5.709
Namibia,2005,Namibia2005,107347,3739.531717,-8.195
Namibia,2010,Namibia2010,103826,5394.996712,-8.518
Namibia,2015,Namibia2015,101618,4896.61526,-8.596
Namibia,2020,Namibia2020,109391,4157.019506,-4.301
Nauru,1990,Nauru1990,2815,1,0.071
Nauru,1995,Nauru1995,2605,1,-0.201
Nauru,2000,Nauru2000,2394,1,-0.223
Nauru,2005,Nauru2005,2253,1,-0.234
Nauru,2010,Nauru2010,906,4752.175082,-0.252
Nauru,2015,Nauru2015,1833,8341.012278,-0.031
Nauru,2020,Nauru2020,2201,10580.26819,-0.068
Nepal,1990,Nepal1990,429974,191.8788839,-0.65
Nepal,1995,Nepal1995,690225,203.9807806,-86.3
Nepal,2000,Nepal2000,717900,229.4903926,-147.403
Nepal,2005,Nepal2005,680729,315.80563,-238.799
Nepal,2010,Nepal2010,581889,592.4012071,-293.613
Nepal,2015,Nepal2015,509471,901.7496077,-221.059
Nepal,2020,Nepal2020,487564,1147.471971,306.664
Netherlands,1990,Netherlands1990,1182263,21290.86038,32.373
Netherlands,1995,Netherlands1995,1346164,29258.13435,38.76
Netherlands,2000,Netherlands2000,1556337,26214.49855,21.65
Netherlands,2005,Netherlands2005,1736127,41994.71353,13.61
Netherlands,2010,Netherlands2010,1832510,50999.74512,35.628
Netherlands,2015,Netherlands2015,1996318,45193.40322,57.677
Netherlands,2020,Netherlands2020,2358333,52396.03221,58.816
New Caledonia,1990,New Caledonia1990,37673,14800.79125,0.953
New Caledonia,1995,New Caledonia1995,43662,18721.06526,1.072
New Caledonia,2000,New Caledonia2000,49651,16039.17388,0.969
New Caledonia,2005,New Caledonia2005,55405,26861.71059,0.083
New Caledonia,2010,New Caledonia2010,61158,37494.88437,1.709
New Caledonia,2015,New Caledonia2015,68881,32520.30457,-2.23
New Caledonia,2020,New Caledonia2020,73141,34694.5504,-1.182
New Zealand,1990,New Zealand1990,518047,13663.02162,71.491
New Zealand,1995,New Zealand1995,588617,17400.42018,26.133
New Zealand,2000,New Zealand2000,678813,13641.10272,-6.08
New Zealand,2005,New Zealand2005,839952,27751.06547,19.148
New Zealand,2010,New Zealand2010,947443,33676.77412,6.258
New Zealand,2015,New Zealand2015,1039736,38630.72659,47.165
New Zealand,2020,New Zealand2020,1381724,41596.5055,38.22
Nicaragua,1990,Nicaragua1990,41421,241.8764121,-24.283
Nicaragua,1995,Nicaragua1995,26619,890.0054491,-25.888
Nicaragua,2000,Nicaragua2000,30389,1007.499839,-42.092
Nicaragua,2005,Nicaragua2005,34919,1162.289685,-33.283
Nicaragua,2010,Nicaragua2010,37345,1503.872231,-29.081
Nicaragua,2015,Nicaragua2015,40261,2049.851666,-24.359
Nicaragua,2020,Nicaragua2020,42167,1900.043594,-10.384
Niger,1990,Niger1990,115464,437.589995,0.084
Niger,1995,Niger1995,145999,242.6203967,3.837
Niger,2000,Niger2000,122260,197.8326834,-8.533
Niger,2005,Niger2005,124509,321.7236612,-9.71
Niger,2010,Niger2010,126482,476.8695322,-8.045
Niger,2015,Niger2015,252998,484.1531374,17.051
Niger,2020,Niger2020,348056,567.6698923,-4.403
Nigeria,1990,Nigeria1990,456621,567.528649,107.212
Nigeria,1995,Nigeria1995,462999,408.1810448,43.504
Nigeria,2000,Nigeria2000,487882,567.9307221,34.146
Nigeria,2005,Nigeria2005,969714,1268.383462,-46.749
Nigeria,2010,Nigeria2010,990494,2280.437337,18.073
Nigeria,2015,Nigeria2015,1199115,2687.480056,-145.917
Nigeria,2020,Nigeria2020,1308568,2097.092473,-4.824
Niue,1990,Niue1990,461,1,0
Niue,1995,Niue1995,480,1,0
Niue,2000,Niue2000,498,1,0
Niue,2005,Niue2005,522,1,0
Niue,2010,Niue2010,589,1,0
Niue,2015,Niue2015,588,1,0
Niue,2020,Niue2020,588,1,0
Macedonia,1990,Macedonia1990,95142,2354.275256,-16.174
Macedonia,1995,Macedonia1995,109343,2373.384463,-3.605
Macedonia,2000,Macedonia2000,125665,1861.898065,5.516
Macedonia,2005,Macedonia2005,127667,3072.678573,-2.25
Macedonia,2010,Macedonia2010,129701,4577.688755,-1.578
Macedonia,2015,Macedonia2015,130730,4861.553971,-1.378
Macedonia,2020,Macedonia2020,131311,5846.465899,-0.486
Northern Mariana Islands,1990,Northern Mariana Islands1990,26593,1,-0.286
Northern Mariana Islands,1995,Northern Mariana Islands1995,32376,1,0.784
Northern Mariana Islands,2000,Northern Mariana Islands2000,40122,1,-1.149
Northern Mariana Islands,2005,Northern Mariana Islands2005,37542,18763.15278,-4.365
Northern Mariana Islands,2010,Northern Mariana Islands2010,24168,14804.24673,-3.917
Northern Mariana Islands,2015,Northern Mariana Islands2015,21648,16314.38355,-0.866
Northern Mariana Islands,2020,Northern Mariana Islands2020,21843,1,-0.431
Norway,1990,Norway1990,192587,28242.94374,1.895
Norway,1995,Norway1995,233302,34875.70433,6.522
Norway,2000,Norway2000,292440,38131.46061,9.789
Norway,2005,Norway2005,361144,66810.47852,18.467
Norway,2010,Norway2010,524601,87693.79007,42.906
Norway,2015,Norway2015,746375,74355.51586,30.329
Norway,2020,Norway2020,852238,67329.67779,10.756
Oman,1990,Oman1990,304000,6448.13836,33.492
Oman,1995,Oman1995,539643,6261.764469,-15.515
Oman,2000,Oman2000,623608,8601.271944,-19.889
Oman,2005,Oman2005,666164,12377.08001,-0.63
Oman,2010,Oman2010,816234,21369.35297,264.095
Oman,2015,Oman2015,1856226,18444.927,134.26
Oman,2020,Oman2020,2372836,14485.38612,-164.408
Pakistan,1990,Pakistan1990,6208204,371.6785676,30.184
Pakistan,1995,Pakistan1995,3669308,489.8818298,296.208
Pakistan,2000,Pakistan2000,4181912,576.1955804,940.739
Pakistan,2005,Pakistan2005,3174558,748.9225893,-632.467
Pakistan,2010,Pakistan2010,3943681,987.409712,-431.891
Pakistan,2015,Pakistan2015,3506520,1356.667831,-2172.159
Pakistan,2020,Pakistan2020,3276580,1359.514522,-588.736
Palau,1990,Palau1990,2801,1,0.169
Palau,1995,Palau1995,4749,1,0.283
Palau,2000,Palau2000,6310,7657.951214,0.079
Palau,2005,Palau2005,6043,9626.612414,-0.277
Palau,2010,Palau2010,5490,10356.63362,-0.356
Palau,2015,Palau2015,4937,15876.46193,0.008
Palau,2020,Palau2020,5088,14243.86469,0.007
Panama,1990,Panama1990,62744,2603.847676,-0.854
Panama,1995,Panama1995,70848,3494.51729,1.221
Panama,2000,Panama2000,83410,4060.317793,2.602
Panama,2005,Panama2005,109461,4916.907612,3.843
Panama,2010,Panama2010,157788,8082.01618,4.953
Panama,2015,Panama2015,184710,13630.30115,8.648
Panama,2020,Panama2020,313165,12509.83529,5.473
Papua New Guinea,1990,Papua New Guinea1990,33710,697.5389685,2.397
Papua New Guinea,1995,Papua New Guinea1995,33526,893.7731191,40.951
Papua New Guinea,2000,Papua New Guinea2000,26304,602.1864903,41.857
Papua New Guinea,2005,Papua New Guinea2005,29971,749.1865116,46.016
Papua New Guinea,2010,Papua New Guinea2010,30425,1949.351185,50.107
Papua New Guinea,2015,Papua New Guinea2015,30940,2679.346579,30.581
Papua New Guinea,2020,Papua New Guinea2020,31068,2757.011019,10.695
Paraguay,1990,Paraguay1990,195884,1376.165325,-4.689
Paraguay,1995,Paraguay1995,186570,1897.098347,-7.653
Paraguay,2000,Paraguay2000,176608,1663.604939,-15.88
Paraguay,2005,Paraguay2005,168243,1843.634108,-42.163
Paraguay,2010,Paraguay2010,160299,4342.065845,-26.173
Paraguay,2015,Paraguay2015,156462,5413.776021,-16.833
Paraguay,2020,Paraguay2020,169567,4967.687212,-8.23
Peru,1990,Peru1990,56688,1196.586858,-35.982
Peru,1995,Peru1995,56732,2194.017247,-46.443
Peru,2000,Peru2000,66300,1955.588006,-94.554
Peru,2005,Peru2005,77877,2729.499172,-221.582
Peru,2010,Peru2010,104706,5082.353706,-181.284
Peru,2015,Peru2015,154774,6229.100674,2.462
Peru,2020,Peru2020,1224519,6117.493571,79.456
Philippines,1990,Philippines1990,154071,816.0295457,-149.089
Philippines,1995,Philippines1995,207345,1212.944437,-143.386
Philippines,2000,Philippines2000,318095,1072.801752,-122.971
Philippines,2005,Philippines2005,257468,1244.348741,-223.074
Philippines,2010,Philippines2010,208599,2217.472153,-183.268
Philippines,2015,Philippines2015,211862,3001.043182,6.954
Philippines,2020,Philippines2020,225525,3301.218603,-41.937
Poland,1990,Poland1990,1127771,1731.209531,-41.244
Poland,1995,Poland1995,964725,3686.8193,-48.065
Poland,2000,Poland2000,825251,4501.454067,315.602
Poland,2005,Poland2005,722509,8021.505743,-21.324
Poland,2010,Poland2010,642417,12613.011,-8.835
Poland,2015,Poland2015,611855,12578.49547,-25.426
Poland,2020,Poland2020,817254,15742.45373,-0.779
Portugal,1990,Portugal1990,435782,7884.617988,-33.704
Portugal,1995,Portugal1995,532822,11781.36185,30.13
Portugal,2000,Portugal2000,651472,11526.37207,63.195
Portugal,2005,Portugal2005,771184,18780.12751,17.155
Portugal,2010,Portugal2010,762825,22520.64231,-11.82
Portugal,2015,Portugal2015,864814,19250.10654,-10.124
Portugal,2020,Portugal2020,1001963,22194.56611,40.535
Puerto Rico,1990,Puerto Rico1990,321909,8652.507492,-8.238
Puerto Rico,1995,Puerto Rico1995,338067,11579.185,-8.68
Puerto Rico,2000,Puerto Rico2000,355038,16192.12697,-22.489
Puerto Rico,2005,Puerto Rico2005,352144,21959.3227,-33.43
Puerto Rico,2010,Puerto Rico2010,304969,26435.74879,-33.742
Puerto Rico,2015,Puerto Rico2015,280494,29763.4883,-64.764
Puerto Rico,2020,Puerto Rico2020,247132,31429.86612,-7.408
Qatar,1990,Qatar1990,309753,15454.17967,5.021
Qatar,1995,Qatar1995,361673,15849.56574,4.893
Qatar,2000,Qatar2000,359697,29976.16763,22.039
Qatar,2005,Qatar2005,646026,51455.95094,106.609
Qatar,2010,Qatar2010,1456413,67403.08768,64.531
Qatar,2015,Qatar2015,1687640,63039.11263,178.133
Qatar,2020,Qatar2020,2226192,50124.38594,-163.999
South Korea,1990,South Korea1990,43247,6610.036508,69.252
South Korea,1995,South Korea1995,123886,12564.77813,-230.292
South Korea,2000,South Korea2000,244224,12256.99357,-72.624
South Korea,2005,South Korea2005,486065,19402.50263,-36.504
South Korea,2010,South Korea2010,919987,23087.22564,56.092
South Korea,2015,South Korea2015,1370905,28732.23108,266.322
South Korea,2020,South Korea2020,1728182,31597.50465,0.0
Moldova,1990,Moldova1990,544162,1,-14.931
Moldova,1995,Moldova1995,367231,593.7661383,-25.033
Moldova,2000,Moldova2000,247828,440.6720307,-44.421
Moldova,2005,Moldova2005,171122,1034.707058,-51.269
Moldova,2010,Moldova2010,129488,2437.537683,-86.459
Moldova,2015,Moldova2015,106374,2732.46073,-59.404
Moldova,2020,Moldova2020,104438,4525.759654,-14.278
Réunion,1990,Réunion1990,57210,1,0
Réunion,1995,Réunion1995,77159,1,0
Réunion,2000,Réunion2000,100678,1,0
Réunion,2005,Réunion2005,115076,1,0
Réunion,2010,Réunion2010,123029,1,0
Réunion,2015,Réunion2015,127209,1,0
Réunion,2020,Réunion2020,131769,1,0
Romania,1990,Romania1990,135825,1680.705623,-39.265
Romania,1995,Romania1995,135037,1650.276481,-75.823
Romania,2000,Romania2000,134254,1659.90764,-91.807
Romania,2005,Romania2005,145162,4617.929016,-129.933
Romania,2010,Romania2010,177211,8214.076893,-112.173
Romania,2015,Romania2015,281048,8969.148921,-49.612
Romania,2020,Romania2020,705310,12956.56625,-12.724
Russia,1990,Russia1990,11524948,3492.710205,257.95
Russia,1995,Russia1995,11928927,2665.779785,544.803
Russia,2000,Russia2000,11900297,1771.594116,404.928
Russia,2005,Russia2005,11667588,5323.462891,244.437
Russia,2010,Russia2010,11194710,10674.99609,253.479
Russia,2015,Russia2015,11643276,9313.013672,384.942
Russia,2020,Russia2020,11636911,10161.98242,340.711
Rwanda,1990,Rwanda1990,160024,349.8733096,-31.72
Rwanda,1995,Rwanda1995,215735,221.6289261,443.316
Rwanda,2000,Rwanda2000,347076,260.6076547,-99.86
Rwanda,2005,Rwanda2005,423187,331.7045113,-23.051
Rwanda,2010,Rwanda2010,426901,609.7542974,-8.394
Rwanda,2015,Rwanda2015,514647,751.1105055,-14.477
Rwanda,2020,Rwanda2020,513907,786.3018148,-1.579
Saint Barthélemy,1990,Saint Barthélemy1990,0,1,0
Saint Barthélemy,1995,Saint Barthélemy1995,0,1,0
Saint Barthélemy,2000,Saint Barthélemy2000,0,1,0
Saint Barthélemy,2005,Saint Barthélemy2005,0,1,0
Saint Barthélemy,2010,Saint Barthélemy2010,0,1,0
Saint Barthélemy,2015,Saint Barthélemy2015,0,1,0
Saint Barthélemy,2020,Saint Barthélemy2020,0,1,0
Saint Helena,1990,Saint Helena1990,178,1,0
Saint Helena,1995,Saint Helena1995,117,1,0
Saint Helena,2000,Saint Helena2000,108,1,0
Saint Helena,2005,Saint Helena2005,163,1,0
Saint Helena,2010,Saint Helena2010,248,1,0
Saint Helena,2015,Saint Helena2015,377,1,0
Saint Helena,2020,Saint Helena2020,437,1,0
Saint Kitts and Nevis,1990,Saint Kitts and Nevis1990,3210,5396.40485,-0.861
Saint Kitts and Nevis,1995,Saint Kitts and Nevis1995,4248,7450.274145,0.143
Saint Kitts and Nevis,2000,Saint Kitts and Nevis2000,5871,9565.949909,0.248
Saint Kitts and Nevis,2005,Saint Kitts and Nevis2005,6682,11679.40971,-0.222
Saint Kitts and Nevis,2010,Saint Kitts and Nevis2010,7245,15888.63951,-0.16
Saint Kitts and Nevis,2015,Saint Kitts and Nevis2015,7443,18717.42876,-0.191
Saint Kitts and Nevis,2020,Saint Kitts and Nevis2020,7725,18440.85368,-0.191
Saint Lucia,1990,Saint Lucia1990,5305,4199.636497,-1.211
Saint Lucia,1995,Saint Lucia1995,7155,5194.782925,-1.071
Saint Lucia,2000,Saint Lucia2000,9871,5950.047485,-0.773
Saint Lucia,2005,Saint Lucia2005,9839,6949.204173,-0.088
Saint Lucia,2010,Saint Lucia2010,9050,8540.07098,0.438
Saint Lucia,2015,Saint Lucia2015,8673,10093.61802,0.0
Saint Lucia,2020,Saint Lucia2020,8338,8804.561089,0.0
Saint Martin (French part),1990,Saint Martin (French part)1990,0,1,0.002
Saint Martin (French part),1995,Saint Martin (French part)1995,0,1,-0.704
