Location,Time,Loc_Time,TotalMigrants,GDP,NetMigrations
Saint Martin (French part),2000,Saint Martin (French part)2000,0,1,0.159
Saint Martin (French part),2005,Saint Martin (French part)2005,0,1,0.15
Saint Martin (French part),2010,Saint Martin (French part)2010,0,1,-0.447
Saint Martin (French part),2015,Saint Martin (French part)2015,0,1,-0.662
Saint Martin (French part),2020,Saint Martin (French part)2020,0,1,-0.949
Saint Pierre and Miquelon,1990,Saint Pierre and Miquelon1990,1099,1,0
Saint Pierre and Miquelon,1995,Saint Pierre and Miquelon1995,1320,1,0
Saint Pierre and Miquelon,2000,Saint Pierre and Miquelon2000,1458,1,0
Saint Pierre and Miquelon,2005,Saint Pierre and Miquelon2005,1147,1,0
Saint Pierre and Miquelon,2010,Saint Pierre and Miquelon2010,1017,1,0
Saint Pierre and Miquelon,2015,Saint Pierre and Miquelon2015,986,1,0
Saint Pierre and Miquelon,2020,Saint Pierre and Miquelon2020,998,1,0
Saint Vincent and the Grenadines,1990,Saint Vincent and the Grenadines1990,3970,2236.197812,-1.915
Saint Vincent and the Grenadines,1995,Saint Vincent and the Grenadines1995,4135,2924.829997,-1.64
Saint Vincent and the Grenadines,2000,Saint Vincent and the Grenadines2000,4307,3970.293622,-1.618
Saint Vincent and the Grenadines,2005,Saint Vincent and the Grenadines2005,4436,5339.393551,-1.757
Saint Vincent and the Grenadines,2010,Saint Vincent and the Grenadines2010,4569,6654.792907,-1.66
Saint Vincent and the Grenadines,2015,Saint Vincent and the Grenadines2015,4637,7207.170759,-1.295
Saint Vincent and the Grenadines,2020,Saint Vincent and the Grenadines2020,4738,7860.821354,-0.379
Samoa,1990,Samoa1990,3357,772.5343204,-4.286
Samoa,1995,Samoa1995,4694,1322.35067,-3.004
Samoa,2000,Samoa2000,5998,1483.807415,-3.02
Samoa,2005,Samoa2005,5746,2652.996245,-4.04
Samoa,2010,Samoa2010,5122,3566.458334,-3.274
Samoa,2015,Samoa2015,4255,4073.729083,-3.137
Samoa,2020,Samoa2020,4021,4068.078865,-1.06
San Marino,1990,San Marino1990,3310,1,0.273
San Marino,1995,San Marino1995,3659,1,0.275
San Marino,2000,San Marino2000,4045,36604.49338,0.386
San Marino,2005,San Marino2005,4218,60900.54329,0.381
San Marino,2010,San Marino2010,4880,60254.7763,0.641
San Marino,2015,San Marino2015,5195,42662.90241,0.317
San Marino,2020,San Marino2020,5543,45515.7577,-0.138
Sao Tome and Principe,1990,Sao Tome and Principe1990,5582,1,-0.724
Sao Tome and Principe,1995,Sao Tome and Principe1995,4936,1,-1.494
Sao Tome and Principe,2000,Sao Tome and Principe2000,4365,1,-2.512
Sao Tome and Principe,2005,Sao Tome and Principe2005,3433,866.5049956,-1.023
Sao Tome and Principe,2010,Sao Tome and Principe2010,2700,1090.260763,-1.527
Sao Tome and Principe,2015,Sao Tome and Principe2015,2394,1584.775657,-1.8
Sao Tome and Principe,2020,Sao Tome and Principe2020,2139,2157.840446,0.0
Saudi Arabia,1990,Saudi Arabia1990,4998445,7246.01592,186.898
Saudi Arabia,1995,Saudi Arabia1995,5122702,7690.576284,27.095
Saudi Arabia,2000,Saudi Arabia2000,5263387,9171.331476,17.241
Saudi Arabia,2005,Saudi Arabia2005,6501819,13791.45476,481.349
Saudi Arabia,2010,Saudi Arabia2010,8429956,19262.5476,236.962
Saudi Arabia,2015,Saudi Arabia2015,10771366,20627.92178,60.337
Saudi Arabia,2020,Saudi Arabia2020,13454842,20203.66888,-1025.295
Senegal,1990,Senegal1990,270410,982.0178763,-12.986
Senegal,1995,Senegal1995,287654,727.9896576,-31.064
Senegal,2000,Senegal2000,231901,613.7323845,-42.952
Senegal,2005,Senegal2005,238298,992.6880581,-41.857
Senegal,2010,Senegal2010,256092,1271.583281,-43.569
Senegal,2015,Senegal2015,266496,1219.249415,-31.006
Senegal,2020,Senegal2020,274929,1462.808169,-10.09
Serbia,1990,Serbia1990,99269,1,-0.651
Serbia,1995,Serbia1995,870980,2207.450598,7.879
Serbia,2000,Serbia2000,977873,914.7857199,2.082
Serbia,2005,Serbia2005,854848,3720.479155,0.351
Serbia,2010,Serbia2010,826275,5735.422857,-0.02
Serbia,2015,Serbia2015,807441,5588.980728,7.368
Serbia,2020,Serbia2020,823011,7730.691746,0.243
Seychelles,1990,Seychelles1990,3721,5302.843727,-0.32
Seychelles,1995,Seychelles1995,5148,6748.931109,-0.048
Seychelles,2000,Seychelles2000,6574,7578.851053,0.376
Seychelles,2005,Seychelles2005,8997,11092.51074,0.251
Seychelles,2010,Seychelles2010,11420,10804.7233,0.376
Seychelles,2015,Seychelles2015,12791,15157.50183,0.245
Seychelles,2020,Seychelles2020,13050,12193.88687,0.146
Sierra Leone,1990,Sierra Leone1990,222148,150.3889975,131.587
Sierra Leone,1995,Sierra Leone1995,98516,202.3160428,-112.857
Sierra Leone,2000,Sierra Leone2000,97974,138.6987225,83.013
Sierra Leone,2005,Sierra Leone2005,146227,292.3490663,-1.805
Sierra Leone,2010,Sierra Leone2010,79265,401.8348761,7.983
Sierra Leone,2015,Sierra Leone2015,58830,588.2288628,-0.356
Sierra Leone,2020,Sierra Leone2020,53746,509.376594,1.292
Singapore,1990,Singapore1990,727262,11861.75616,44.423
Singapore,1995,Singapore1995,991492,24914.41126,67.448
Singapore,2000,Singapore2000,1351691,23852.32703,39.387
Singapore,2005,Singapore2005,1710594,29961.26328,80.422
Singapore,2010,Singapore2010,2164794,47236.96023,109.045
Singapore,2015,Singapore2015,2483405,55646.61875,40.958
Singapore,2020,Singapore2020,2523648,60729.45035,21.324
Sint Maarten (Dutch part),1990,Sint Maarten (Dutch part)1990,0,1,1.402
Sint Maarten (Dutch part),1995,Sint Maarten (Dutch part)1995,0,1,-0.719
Sint Maarten (Dutch part),2000,Sint Maarten (Dutch part)2000,0,1,-0.594
Sint Maarten (Dutch part),2005,Sint Maarten (Dutch part)2005,13099,1,0.011
Sint Maarten (Dutch part),2010,Sint Maarten (Dutch part)2010,26203,1,-0.062
Sint Maarten (Dutch part),2015,Sint Maarten (Dutch part)2015,27295,32274.89055,1.027
Sint Maarten (Dutch part),2020,Sint Maarten (Dutch part)2020,28845,1,0.475
Slovakia,1990,Slovakia1990,41295,2405.53516,-10.132
Slovakia,1995,Slovakia1995,69323,4819.125555,-0.591
Slovakia,2000,Slovakia2000,116376,5426.624281,-1.135
Slovakia,2005,Slovakia2005,130491,11690.11347,-0.219
Slovakia,2010,Slovakia2010,146319,16841.76774,-1.558
Slovakia,2015,Slovakia2015,177624,16342.21626,2.637
Slovakia,2020,Slovakia2020,197161,19266.51357,1.746
Slovenia,1990,Slovenia1990,178077,1,1.718
Slovenia,1995,Slovenia1995,174419,10730.45101,-0.763
Slovenia,2000,Slovenia2000,214508,10201.30354,-1.562
Slovenia,2005,Slovenia2005,217218,18098.90854,8.289
Slovenia,2010,Slovenia2010,253786,23532.48085,7.64
Slovenia,2015,Slovenia2015,237616,20890.16643,7.934
Slovenia,2020,Slovenia2020,277964,25489.50023,7.681
Solomon Islands,1990,Solomon Islands1990,4226,688.9996709,-0.529
Solomon Islands,1995,Solomon Islands1995,4178,1306.636685,-0.859
Solomon Islands,2000,Solomon Islands2000,3981,1017.399663,-2.137
Solomon Islands,2005,Solomon Islands2005,3271,1014.723188,-2.8
Solomon Islands,2010,Solomon Islands2010,2760,1604.148888,-2.225
Solomon Islands,2015,Solomon Islands2015,2585,2167.155394,-1.603
Solomon Islands,2020,Solomon Islands2020,2520,2250.601164,-0.808
Somalia,1990,Somalia1990,478294,126.9249732,-248.155
Somalia,1995,Somalia1995,19527,1,65.888
Somalia,2000,Somalia2000,20097,1,53.58
Somalia,2005,Somalia2005,20768,1,-5.955
Somalia,2010,Somalia2010,48106,1,-88.448
Somalia,2015,Somalia2015,40990,386.437817,-17.178
Somalia,2020,Somalia2020,58590,438.2551656,-11.383
South Africa,1990,South Africa1990,1163883,3425.174231,231.224
South Africa,1995,South Africa1995,1003807,4144.613723,-98.3
South Africa,2000,South Africa2000,1016963,3374.718423,-80.388
South Africa,2005,South Africa2005,1351031,6033.101491,31.424
South Africa,2010,South Africa2010,2114801,8148.961202,68.599
South Africa,2015,South Africa2015,3231728,6259.839681,644.996
South Africa,2020,South Africa2020,2860495,5655.867654,30.852
South Sudan,1990,South Sudan1990,0,1,12.993
South Sudan,1995,South Sudan1995,0,1,17.077
South Sudan,2000,South Sudan2000,0,1,74.224
South Sudan,2005,South Sudan2005,0,1,132.868
South Sudan,2010,South Sudan2010,230732,1535.706892,299.4
South Sudan,2015,South Sudan2015,844112,1119.651437,-160.109
South Sudan,2020,South Sudan2020,882252,1,-74.415
Spain,1990,Spain1990,821605,13804.87679,-38.206
Spain,1995,Spain1995,1020067,15471.96272,164.507
Spain,2000,Spain2000,1657285,14749.68742,175.213
Spain,2005,Spain2005,4107226,26429.15094,632.974
Spain,2010,Spain2010,6280062,30532.48051,62.782
Spain,2015,Spain2015,5891208,25742.36883,-0.871
Spain,2020,Spain2020,6842202,27056.42175,208.791
Sri Lanka,1990,Sri Lanka1990,41561,463.6187388,-36.199
Sri Lanka,1995,Sri Lanka1995,40841,714.2332315,-73.695
Sri Lanka,2000,Sri Lanka2000,40132,869.696285,-91.9
Sri Lanka,2005,Sri Lanka2005,39526,1248.698185,-36.955
Sri Lanka,2010,Sri Lanka2010,38959,2799.648738,-26.603
Sri Lanka,2015,Sri Lanka2015,39706,3843.780672,-98.598
Sri Lanka,2020,Sri Lanka2020,40254,3694.040948,-92.4
State of Palestine,1990,State of Palestine1990,288332,1,0
State of Palestine,1995,State of Palestine1995,281767,1,0
State of Palestine,2000,State of Palestine2000,275202,1,0
State of Palestine,2005,State of Palestine2005,274520,1,0
State of Palestine,2010,State of Palestine2010,273840,1,0
State of Palestine,2015,State of Palestine2015,273163,1,0
State of Palestine,2020,State of Palestine2020,272784,1,0
Sudan,1990,Sudan1990,1402896,1312.049316,-227.157
Sudan,1995,Sudan1995,1053396,473.4134827,-71.692
Sudan,2000,Sudan2000,805086,366.1727295,-80.698
Sudan,2005,Sudan2005,546419,914.1665039,-10.644
Sudan,2010,Sudan2010,618709,1683.211914,-331.713
Sudan,2015,Sudan2015,620523,2184.542236,49.08
Sudan,2020,Sudan2020,1379147,615.4620972,0.086
Suriname,1990,Suriname1990,18083,958.6123321,-6.471
Suriname,1995,Suriname1995,22320,1565.212023,0.607
Suriname,2000,Suriname2000,27506,2012.281651,0.613
Suriname,2005,Suriname2005,33662,3590.648183,-1.542
Suriname,2010,Suriname2010,39713,8255.874872,-1.145
Suriname,2015,Suriname2015,43127,9168.237157,-0.976
Suriname,2020,Suriname2020,47801,4916.605666,-0.313
Sweden,1990,Sweden1990,788767,30593.67244,17.724
Sweden,1995,Sweden1995,936022,30282.96392,22.161
Sweden,2000,Sweden2000,1003798,29624.91267,27.734
Sweden,2005,Sweden2005,1125790,43437.06312,39.103
Sweden,2010,Sweden2010,1337214,52869.04429,60.639
Sweden,2015,Sweden2015,1602522,51545.48361,77.987
Sweden,2020,Sweden2020,2003908,52300.2062,81.066
Switzerland,1990,Switzerland1990,1392282,39607.81909,58.538
Switzerland,1995,Switzerland1995,1478829,50155.97413,24.956
Switzerland,2000,Switzerland2000,1570756,38952.0342,24.066
Switzerland,2005,Switzerland2005,1805437,56546.78566,32.421
Switzerland,2010,Switzerland2010,2075182,77117.12601,75.604
Switzerland,2015,Switzerland2015,2258196,84776.14217,71.488
Switzerland,2020,Switzerland2020,2491249,87100.41482,53.786
Syria,1990,Syria1990,714140,1920.631225,-12.182
Syria,1995,Syria1995,830610,3545.808903,-13.569
Syria,2000,Syria2000,834916,4910.777748,-18.458
Syria,2005,Syria2005,882398,7309.107876,13.431
Syria,2010,Syria2010,1783595,11820.60778,-54.336
Syria,2015,Syria2015,835716,979.1444387,-827.474
Syria,2020,Syria2020,868711,1,270.006
Tajikistan,1990,Tajikistan1990,428900,498.0815841,-41.579
Tajikistan,1995,Tajikistan1995,348347,213.5441443,-40.411
Tajikistan,2000,Tajikistan2000,299499,138.4291467,-13.87
Tajikistan,2005,Tajikistan2005,280466,340.5831832,-27.949
Tajikistan,2010,Tajikistan2010,279808,749.5524123,-33.731
Tajikistan,2015,Tajikistan2015,275101,978.4049812,-18.984
Tajikistan,2020,Tajikistan2020,276031,852.8309878,-3.564
Thailand,1990,Thailand1990,528693,1508.94247,130.112
Thailand,1995,Thailand1995,809720,2846.586834,102.011
Thailand,2000,Thailand2000,1257821,2007.735271,119.074
Thailand,2005,Thailand2005,2195610,2894.062656,70.281
Thailand,2010,Thailand2010,3234381,5076.339872,52.842
Thailand,2015,Thailand2015,3470220,5840.053067,32.595
Thailand,2020,Thailand2020,3632496,7158.766684,35.526
Timor-Leste,1990,Timor-Leste1990,8954,1,0.399
Timor-Leste,1995,Timor-Leste1995,9743,1,-7.916
Timor-Leste,2000,Timor-Leste2000,10602,415.0859486,-12.665
Timor-Leste,2005,Timor-Leste2005,11286,464.5459387,-1.481
Timor-Leste,2010,Timor-Leste2010,11540,806.4143493,-1.607
Timor-Leste,2015,Timor-Leste2015,8520,1332.791856,-5.529
Timor-Leste,2020,Timor-Leste2020,8399,1442.730738,-3.506
Togo,1990,Togo1990,84844,431.4503884,0.059
Togo,1995,Togo1995,101583,309.8182936,57.406
Togo,2000,Togo2000,137968,302.958592,4.71
Togo,2005,Togo2005,204219,406.562366,-4.438
Togo,2010,Togo2010,255564,534.0447826,-1.972
Togo,2015,Togo2015,277384,570.9099672,-1.985
Togo,2020,Togo2020,279936,914.9507925,-0.995
Tokelau,1990,Tokelau1990,360,1,0
Tokelau,1995,Tokelau1995,506,1,0
Tokelau,2000,Tokelau2000,712,1,0
Tokelau,2005,Tokelau2005,1003,1,0
Tokelau,2010,Tokelau2010,1128,1,0
Tokelau,2015,Tokelau2015,1185,1,0
Tokelau,2020,Tokelau2020,1238,1,0
Tonga,1990,Tonga1990,2911,1194.541034,-2.068
Tonga,1995,Tonga1995,3274,2176.381296,-2.109
Tonga,2000,Tonga2000,3684,2091.113009,-1.617
Tonga,2005,Tonga2005,4301,2594.418739,-1.812
Tonga,2010,Tonga2010,4607,3527.952342,-1.948
Tonga,2015,Tonga2015,3954,4336.239603,-2.495
Tonga,2020,Tonga2020,3742,4624.823449,-0.948
Trinidad and Tobago,1990,Trinidad and Tobago1990,50666,4150.284861,-7.878
Trinidad and Tobago,1995,Trinidad and Tobago1995,45994,4249.094373,-6.723
Trinidad and Tobago,2000,Trinidad and Tobago2000,41753,6435.134212,-5.185
Trinidad and Tobago,2005,Trinidad and Tobago2005,44812,12327.28071,-3.595
Trinidad and Tobago,2010,Trinidad and Tobago2010,48226,16683.39306,-2.23
Trinidad and Tobago,2015,Trinidad and Tobago2015,50021,18383.5387,-0.583
Trinidad and Tobago,2020,Trinidad and Tobago2020,78849,15285.94049,2.37
Tunisia,1990,Tunisia1990,37984,1491.119777,7.453
Tunisia,1995,Tunisia1995,37867,1975.899862,-10.177
Tunisia,2000,Tunisia2000,36719,2211.835015,-17.475
Tunisia,2005,Tunisia2005,35040,3193.204358,-29.303
Tunisia,2010,Tunisia2010,43172,4344.619418,-25.953
Tunisia,2015,Tunisia2015,56532,4094.841602,-25.23
Tunisia,2020,Tunisia2020,60145,3597.218525,-9.189
Turkey,1990,Turkey1990,1163686,2794.350494,-22.662
Turkey,1995,Turkey1995,1216173,2897.86664,-81.045
Turkey,2000,Turkey2000,1280963,4337.478003,-77.647
Turkey,2005,Turkey2005,1324108,7456.296101,-23.548
Turkey,2010,Turkey2010,1373749,10742.77498,69.638
Turkey,2015,Turkey2015,4346197,11006.27952,341.261
Turkey,2020,Turkey2020,6052652,8536.43332,-80.952
Turkmenistan,1990,Turkmenistan1990,306500,865.3954416,0.798
Turkmenistan,1995,Turkmenistan1995,273565,589.905474,-0.462
Turkmenistan,2000,Turkmenistan2000,219067,643.1754381,-9.473
Turkmenistan,2005,Turkmenistan2005,213053,1704.41538,-8.252
Turkmenistan,2010,Turkmenistan2010,197979,4439.202128,-9.627
Turkmenistan,2015,Turkmenistan2015,196376,6432.685325,-9.612
Turkmenistan,2020,Turkmenistan2020,194920,1,-4.502
Turks and Caicos Islands,1990,Turks and Caicos Islands1990,5062,1,0.291
Turks and Caicos Islands,1995,Turks and Caicos Islands1995,7039,1,0.382
Turks and Caicos Islands,2000,Turks and Caicos Islands2000,9015,1,0.418
Turks and Caicos Islands,2005,Turks and Caicos Islands2005,13115,20533.18761,0.794
Turks and Caicos Islands,2010,Turks and Caicos Islands2010,17216,21029.69594,0.899
Turks and Caicos Islands,2015,Turks and Caicos Islands2015,22723,26183.88504,1.663
Turks and Caicos Islands,2020,Turks and Caicos Islands2020,25748,23879.92665,0.682
Tuvalu,1990,Tuvalu1990,318,990.3981751,-0.037
Tuvalu,1995,Tuvalu1995,263,1185.840519,-0.163
Tuvalu,2000,Tuvalu2000,218,1605.005484,-0.161
Tuvalu,2005,Tuvalu2005,209,2291.638236,-0.01
Tuvalu,2010,Tuvalu2010,220,3051.440078,0.017
Tuvalu,2015,Tuvalu2015,230,3316.664522,-0.159
Tuvalu,2020,Tuvalu2020,239,4668.818743,-0.015
Uganda,1990,Uganda1990,544273,248.0293243,-21.692
Uganda,1995,Uganda1995,606987,281.9661333,-242.445
Uganda,2000,Uganda2000,584280,261.8691416,-52.834
Uganda,2005,Uganda2005,593308,333.7315763,-151.432
Uganda,2010,Uganda2010,492930,822.5393725,-168.379
Uganda,2015,Uganda2015,851175,847.2676289,-62.377
Uganda,2020,Uganda2020,1720313,822.0276815,43.465
Ukraine,1990,Ukraine1990,6892920,1568.536621,49.782
Ukraine,1995,Ukraine1995,6172338,935.9761353,-124.586
Ukraine,2000,Ukraine2000,5527087,658.3486328,-77.752
Ukraine,2005,Ukraine2005,5050302,1894.470825,-4.936
Ukraine,2010,Ukraine2010,4818767,3078.429932,8.366
Ukraine,2015,Ukraine2015,4915142,2124.662354,-21.937
Ukraine,2020,Ukraine2020,4997387,3751.740723,-2.173
United Arab Emirates,1990,United Arab Emirates1990,1306574,27729.39059,64.939
United Arab Emirates,1995,United Arab Emirates1995,1824118,27221.93441,64.261
United Arab Emirates,2000,United Arab Emirates2000,2447010,33291.36625,131.735
United Arab Emirates,2005,United Arab Emirates2005,3281115,39365.45964,339.38
United Arab Emirates,2010,United Arab Emirates2010,7316697,33893.27725,-13.726
United Arab Emirates,2015,United Arab Emirates2015,7995126,38663.38826,-14.154
United Arab Emirates,2020,United Arab Emirates2020,8716332,36284.55524,-2.762
United Kingdom,1990,United Kingdom1990,3650286,19095.467,-0.701
United Kingdom,1995,United Kingdom1995,4155293,23206.56856,48.732
United Kingdom,2000,United Kingdom2000,4730165,28223.06757,161.157
United Kingdom,2005,United Kingdom2005,5926156,42132.09072,261.3
United Kingdom,2010,United Kingdom2010,7119664,39688.61497,281.588
United Kingdom,2015,United Kingdom2015,8406996,45404.56777,254.218
United Kingdom,2020,United Kingdom2020,9359587,41098.07865,211.063
Tanzania,1990,Tanzania1990,574025,173.7906189,-88.284
Tanzania,1995,Tanzania1995,1106043,182.3619232,-109.903
Tanzania,2000,Tanzania2000,949600,410.9523621,-12.539
Tanzania,2005,Tanzania2005,771153,492.6313477,-128.147
Tanzania,2010,Tanzania2010,309847,743.4036865,-121.993
Tanzania,2015,Tanzania2015,384567,947.9333496,201.562
Tanzania,2020,Tanzania2020,426017,1076.469727,-15.795
United States of America,1990,United States of America1990,23251026,23888.60001,1421.775
United States of America,1995,United States of America1995,28451053,28690.8757,1678.815
United States of America,2000,United States of America2000,34814053,36329.95607,1479.676
United States of America,2005,United States of America2005,39258293,44123.40707,1129.462
United States of America,2010,United States of America2010,44183643,48650.64313,1030.731
United States of America,2015,United States of America2015,48178877,56762.72945,1221.849
United States of America,2020,United States of America2020,50632836,63027.67953,675.56
Virgin Islands (U.S.),1990,Virgin Islands (U.S.)1990,51970,1,-1.583
Virgin Islands (U.S.),1995,Virgin Islands (U.S.)1995,54241,1,0.144
Virgin Islands (U.S.),2000,Virgin Islands (U.S.)2000,56611,1,-0.921
Virgin Islands (U.S.),2005,Virgin Islands (U.S.)2005,56647,40828.74609,-0.429
Virgin Islands (U.S.),2010,Virgin Islands (U.S.)2010,56684,39905.12842,-1.09
Virgin Islands (U.S.),2015,Virgin Islands (U.S.)2015,56721,34007.35294,-0.63
Virgin Islands (U.S.),2020,Virgin Islands (U.S.)2020,56753,39552.1686,0.0
Uruguay,1990,Uruguay1990,98116,2990.367133,-7.498
Uruguay,1995,Uruguay1995,93428,5985.116994,-8.333
Uruguay,2000,Uruguay2000,88874,6875.025469,-11.074
Uruguay,2005,Uruguay2005,82317,5226.9441,-16.092
Uruguay,2010,Uruguay2010,76303,11992.02377,-7.696
Uruguay,2015,Uruguay2015,78799,15613.74597,-4.156
Uruguay,2020,Uruguay2020,108267,15418.81531,-1.486
Uzbekistan,1990,Uzbekistan1990,1653000,651.4192061,-73.485
Uzbekistan,1995,Uzbekistan1995,1512577,585.9323642,-45.888
Uzbekistan,2000,Uzbekistan2000,1406498,558.2268024,-66.569
Uzbekistan,2005,Uzbekistan2005,1329932,546.7768502,-33.395
Uzbekistan,2010,Uzbekistan2010,1220149,1742.349256,-20.381
Uzbekistan,2015,Uzbekistan2015,1170873,2753.971072,-20.38
Uzbekistan,2020,Uzbekistan2020,1162007,1749.655815,-39.203
Vanuatu,1990,Vanuatu1990,2308,1152.169246,-0.939
Vanuatu,1995,Vanuatu1995,2461,1482.705562,-0.939
Vanuatu,2000,Vanuatu2000,2626,1470.63587,-0.458
Vanuatu,2005,Vanuatu2005,2800,1887.226576,-0.448
Vanuatu,2010,Vanuatu2010,2991,2839.40634,-0.882
Vanuatu,2015,Vanuatu2015,3186,2695.666186,-0.756
Vanuatu,2020,Vanuatu2020,3257,2919.8368,-0.197
Venezuela,1990,Venezuela1990,1025009,2475.380473,-0.08
Venezuela,1995,Venezuela1995,1019996,3529.589128,-0.633
Venezuela,2000,Venezuela2000,1013738,4842.036601,-2.004
Venezuela,2005,Venezuela2005,1076474,5504.97724,-18.4
Venezuela,2010,Venezuela2010,1347347,13825.35712,-52.784
Venezuela,2015,Venezuela2015,1404448,1,-77.421
Venezuela,2020,Venezuela2020,1324193,1,-525.142
Vietnam,1990,Vietnam1990,28118,95.18825998,-10.252
Vietnam,1995,Vietnam1995,51262,276.8126628,43.672
Vietnam,2000,Vietnam2000,56754,390.0933309,-150.955
Vietnam,2005,Vietnam2005,51768,687.4797274,-144.08
Vietnam,2010,Vietnam2010,61756,1673.329289,-4.382
Vietnam,2015,Vietnam2015,72793,2581.622442,-4.761
Vietnam,2020,Vietnam2020,76767,3526.274579,-2.016
Wallis and Futuna Islands,1990,Wallis and Futuna Islands1990,1402,1,0
Wallis and Futuna Islands,1995,Wallis and Futuna Islands1995,1704,1,0
Wallis and Futuna Islands,2000,Wallis and Futuna Islands2000,2015,1,0
Wallis and Futuna Islands,2005,Wallis and Futuna Islands2005,2191,1,0
Wallis and Futuna Islands,2010,Wallis and Futuna Islands2010,2111,1,0
Wallis and Futuna Islands,2015,Wallis and Futuna Islands2015,2050,1,0
Wallis and Futuna Islands,2020,Wallis and Futuna Islands2020,2040,1,0
Western Sahara,1990,Western Sahara1990,2688,1,0
Western Sahara,1995,Western Sahara1995,2989,1,0
Western Sahara,2000,Western Sahara2000,3289,1,0
Western Sahara,2005,Western Sahara2005,3891,1,0
Western Sahara,2010,Western Sahara2010,4493,1,0
Western Sahara,2015,Western Sahara2015,5179,1,0
Western Sahara,2020,Western Sahara2020,5424,1,0
Yemen,1990,Yemen1990,118863,482.2481211,-15.868
Yemen,1995,Yemen1995,136515,285.5695931,-55.482
Yemen,2000,Yemen2000,144940,554.4486653,-87.753
Yemen,2005,Yemen2005,171871,832.8441987,-51.36
Yemen,2010,Yemen2010,288394,1334.784902,-25.573
Yemen,2015,Yemen2015,379882,1601.807163,-38.355
Yemen,2020,Yemen2020,387113,631.68149,-86.1
Zambia,1990,Zambia1990,279463,408.7693313,-40.9
Zambia,1995,Zambia1995,244338,418.5150247,-45.408
Zambia,2000,Zambia2000,343703,345.6896207,-5.152
Zambia,2005,Zambia2005,252895,702.7411184,35.351
Zambia,2010,Zambia2010,149962,1489.459087,22.765
Zambia,2015,Zambia2015,132107,1338.290927,16.283
Zambia,2020,Zambia2020,187955,985.132436,9.015
Zimbabwe,1990,Zimbabwe1990,634621,841.9739583,2.355
Zimbabwe,1995,Zimbabwe1995,431226,623.2095851,-32.961
Zimbabwe,2000,Zimbabwe2000,410109,563.0575041,-137.321
Zimbabwe,2005,Zimbabwe2005,402226,476.5554025,-164.732
Zimbabwe,2010,Zimbabwe2010,398307,948.331481,-133.402
Zimbabwe,2015,Zimbabwe2015,400482,1445.069702,-59.918
Zimbabwe,2020,Zimbabwe2020,416141,1214.50982,-29.955